a,x0,x1,x2
-15,0,0,0
-14,139.58538538589414,0.00034896264923375424,4.652813610953273e-10
-13,113.8169989794403,0.0002845418120572646,3.793872550910686e-10
-12,94.34003014837072,0.00023584947113248312,3.1446435026176866e-10
-11,74.72785497994445,0.0001868190985846973,2.4909069452462433e-10
-10,59.38318455481464,0.00014845746088339542,1.9794194655313435e-10
-9,41.41263176879857,0.00010353110886943384,1.3804022373802256e-10
-8,26.59563190329881,6.648862155353625e-05,8.865027357906566e-11
-7,20.183553205677107,5.045842480970644e-05,6.727667792204163e-11
-6,8.881733222126858,2.220386543312785e-05,2.9603906974466214e-11
-5,1.8636232927393124,4.658578913133707e-06,6.210160424909503e-12
-4,-5.021350215220439,-1.2553872068880999e-05,-1.6739820115606366e-11
-3,-5.886144147402744,-1.4715859781946448e-05,-1.96224780865209e-11
-2,-5.771128856565194,-1.442832107562622e-05,-1.9239091866838083e-11
-1,-4.9332123335091325,-1.2333525578423353e-05,-1.6446020031804948e-11
0,-1.9844999999999997,-4.9617275438543775e-06,-6.616910117015592e-12
1,2.059294852206592,5.147786545334887e-06,6.862513891842109e-12
2,12.384838076390778,3.096172204770511e-05,4.128130107462779e-11
3,17.904265718451438,4.476033714841137e-05,5.967957719820688e-11
4,30.18229817626692,7.545553084267059e-05,1.0060680226036539e-10
5,41.16718540727557,0.00010291785877041012,1.372235324360701e-10
6,55.71196431353292,0.0001392799636068187,1.8570675908162835e-10
7,74.29309985673066,0.00018573301924846702,2.476447447069138e-10
8,93.75882479939852,0.00023439757493149164,3.1253146783832786e-10
9,112.66126508423207,0.00028165392768168856,3.755406102934487e-10
10,134.97842548355828,0.0003374471448475311,4.499324096556355e-10
11,162.70982539770623,0.00040677606061509543,5.423720733381649e-10
12,188.95533122641132,0.00047239024075287087,6.298587550746276e-10
13,219.61646230974765,0.0005490435794962355,7.320645695501681e-10
14,248.89488847518416,0.0006222401572997039,8.296613730565599e-10
15,281.2976510741555,0.0007032476578693662,9.37672958085676e-10
