a	x0			x1			x2
-15	0			0			0
-14	0.0036148576529680923	-0.05060800714155329	0.708512099981746
-13	-1.0282729049119361	6.886533148043633	1.2092736967942677
-12	35.25960539855118	10.534882019483499	1.278858229612447
-11	45.27726709886268	11.894850079054	1.3243033518327476
-10	54.924066014805945	13.433164781390854	1.3852792845964506
-9	-14.19077927229057	2.096712512265496	0.9242295568901613
-8	-23.610594861788613	0.4512905939951497	0.8535733433449237
-7	10.643318817358619	6.6003951106139755	1.1236449033381646
-6	4.770402334889124	5.478313430891044	1.0718817852673483
-5	-2.7381389137887053	3.9927382190005405	1.001530542444141
-4	-5.032646344227069	3.5059536971945127	0.977307013335598
-3	-3.584514366353549	3.8274352743254254	0.9937971088871869
-2	-2.8868347817064572	3.995700335804556	1.0028856970733764
-1	-2.0537194501256684	4.2090676672990694	1.0148163673956065
0	-2.037728549062292	4.213613433770274	1.0150848857847778
1	-2.5617413683280494	4.05175232710843	1.005140459963322
2	-2.2424197020446064	4.165428752681028	1.0125502838824298
3	-2.5811844294215485	4.028836247621476	1.0032401459328246
4	-2.550780863703024	4.044094160162502	1.0043497118360902
5	-2.710934798473771	3.943941379255451	0.9966854385595484
6	-2.7300412130173943	3.925328527370832	0.9951547024316857
7	-2.7122430881063924	3.958149828356845	0.9980175773931789
8	-2.713843590294599	3.9683512655615227	0.9989830533174435
9	-2.686372227090556	3.9329578194405017	0.9953941899811616
10	-2.671945636791899	3.9243362079896125	0.9944332423304582
11	-2.761411031164477	3.960000859933322	0.9987509852203267
12	-2.768080254302869	3.9617846833066306	0.9989927965829036
13	-2.8937021862504655	3.9871450895280116	1.0028016086265994
14	-2.8822520995831904	3.985463194498891	1.0025106831872368
15	-2.8041031361411672	3.9765704645732387	1.0007521605967222
