a,x0,x1,x2
-15,0,0,0
-14,0.003611264,-0.050557703,0.708515645
-13,-0.027131289,0.156118008,0.685622421
-12,-0.043700386,0.2589793,0.677007735
-11,-0.085385652,0.495607729,0.66333181
-10,-0.113064592,0.637452591,0.658700007
-9,-0.248784763,1.254694049,0.653747787
-8,-0.423672987,1.943690842,0.665195362
-7,-0.330006339,1.635216976,0.652228034
-6,-0.77152504,2.78369291,0.732377849
-5,-1.088795204,3.375905009,0.793350968
-4,-2.214289579,4.624878818,0.982429662
-3,-1.10109995,4.172985297,0.858623121
-2,-0.666050444,4.247069528,0.844873318
-1,-2.502407387,3.144094234,0.724696239
0,-2.020433272,3.76828846,0.885988569
1,-2.137396207,3.489030679,0.719613822
2,-2.623492252,3.469579674,1.909297755
3,-2.453389973,3.571335733,1.078857591
4,-2.457424585,3.56604533,1.147465565
5,-2.454258332,3.571509746,1.030757807
6,-2.454108742,3.571828883,1.020474125
7,-2.45442233,3.571036697,1.056139647
8,-2.454427137,3.571022656,1.056982709
9,-2.454299625,3.571445129,1.024388825
10,-2.454279543,3.571519556,1.017211707
11,-2.454327487,3.571323082,1.040362665
12,-2.454313778,3.571384638,1.031659304
13,-2.454323209,3.571338596,1.039351929
14,-2.454311523,3.571400224,1.027339558
15,-2.454308174,3.571419199,1.023072174
