a,x0,x1,x2
-15,0,0,0
-12,9.861463425536726,5.784561916484094,1.0634259970354916
-11,5.285103550196607,5.121864994645297,1.0395668664263524
-10,19.9781201411044,7.353631529972031,1.1233518606954636
-9,-15.567374233560297,1.8457200662518725,0.9130330331598971
-8,-21.11730352211746,0.9411012341238999,0.8770228745830979
-7,3.661629610650767,5.090778337270289,1.0457896467200714
-6,0.6858849294455034,4.563956585774757,1.02343963302043
-5,-3.4839087389957877,3.7997252988249466,0.9901921087547203
-4,-5.149765042707132,3.4744604370099728,0.9754103584244501
-3,-3.8461851688254116,3.740419527457779,0.987847760159658
-2,-3.213777593962172,3.879481164149293,0.9946552241904623
-1,-2.278142230026366,4.097198419500861,1.0056612054752985
0,-2.216681039026446,4.11289113522676,1.0064939255658014
1,-2.594575689893831,4.008826612790881,1.0007697707660541
2,-2.2679692655127757,4.1104724392737095,1.00665939278355
3,-2.5618404623612707,4.008610879772129,1.0005151267771468
4,-2.5232757660122456,4.024572171835202,1.0015337779142088
5,-2.695396253795865,3.9398963716538375,0.9958800343420872
6,-2.7202525110981584,3.923258814972204,0.9946981919860357
7,-2.686496097118734,3.9558308549204626,0.9971333473814148
8,-2.682370858404653,3.9661684759012283,0.9979613661963211
9,-2.676955862132434,3.9329014511492955,0.9951360723815936
10,-2.668888617846089,3.9243592086331662,0.9943517154309224
11,-2.7307369673067496,3.9616072261670983,0.9980128871832776
12,-2.736505262411447,3.9637723401239797,0.9982457985283525
13,-2.8409817471731715,3.9926022537891033,1.0016086779459878
14,-2.833216700208922,3.9910474828672418,1.001406767085811
15,-2.772539238890024,3.9815278047063805,1.000041402443139
