a,x0,x1,x2
-15,0,0,0
-14,0.0,0.0,0.7120712649661635
-13,0.0,0.0,0.6734528312878904
-12,0.0,0.0,0.6551229801715629
-11,0.0,0.0,0.6175711593866393
-10,0.0,0.0,0.5938264972162398
-9,0.0,0.0,0.5112681337245151
-8,0.0,0.0,0.4156418083543446
-7,0.0,0.0,0.411903596238498
-6,0.0,0.0,0.2472191848103754
-5,0.0,0.0,0.07481899416804264
-4,0.0,0.0,-0.30786140529820416
-3,0.0,0.0,-0.6498529661077217
-2,0.0,0.0,-1.285723090149495
-1,0.0,0.0,-3.2756199999981837
0,0.0,0.0,-3.2756199999981837
1,0.0,0.0,0.5546213328273257
2,0.0,0.0,2.7733515696960493
3,0.0,0.0,1.9972428779071314
4,0.0,0.0,1.8880973081020793
5,0.0,0.0,1.6470877715340073
6,0.0,0.0,1.5478834755296678
7,0.0,0.0,1.5162253898269615
8,0.0,0.0,1.4650608820467022
9,0.0,0.0,1.3909223999729179
10,0.0,0.0,1.349834432682697
11,0.0,0.0,1.3447466283567264
12,0.0,0.0,1.312235437687194
13,0.0,0.0,1.2995483731178237
14,0.0,0.0,1.2699194114873293
15,0.0,0.0,1.2502590549789598
