a,x0,x1,x2
-15,0,0,0
-14,144.53265360990798,0.3605070131515322,0.0004844110928648449
-13,117.55815671253579,0.2932031097284154,0.0003951699049358478
-12,97.19866064330722,0.24238795260399745,0.0003277415829333907
-11,76.80038174853635,0.19145957486893242,0.000260112190267165
-10,60.87790391192017,0.15169304049186932,0.00020726492999831672
-9,42.34850400595438,0.10540061764827441,0.00014569818370950175
-8,27.127913284778998,0.06736222047849622,9.506998515961004e-05
-7,20.535792350423883,0.05088216478923441,7.311843063047984e-05
-6,9.01274337759543,0.022065456128084675,3.470442150031641e-05
-5,1.884493609806671,0.004233295244507784,1.091465664043997e-05
-4,-5.073820870812239,-0.013179553977333534,-1.23340685333502e-05
-3,-5.931946231308872,-0.015327690390201675,-1.5204429079422031e-05
-2,-5.801040707356991,-0.014999885804323772,-1.4766062916655092e-05
-1,-4.946046245544572,-0.012858145197289093,-1.1899652734377802e-05
0,-1.9845000000002369,-0.005437029901817184,-1.9595212325054885e-06
1,2.054600697616814,0.004687689418548423,1.1612964556452715e-05
2,12.32383908826818,0.03043813495255883,4.616045647139659e-05
3,17.771510346588997,0.044103024952303956,6.450872822013933e-05
4,29.882939739283543,0.07449366941010147,0.00010534894219341997
5,40.65647438102775,0.10153652148406912,0.00014172046206792496
6,54.88242087994334,0.1372576954377055,0.0001898040952585485
7,73.00268226433127,0.18277324288791313,0.00025112317250982117
8,91.89850349962182,0.23025341902049168,0.0003151429408244827
9,110.14812615005684,0.27612589066880316,0.0003770473323897899
10,131.63524686081897,0.3301551024395001,0.0004500211478434802
11,158.279942970378,0.3971765460346846,0.0005406200267765515
12,183.34781483655928,0.46025390522323784,0.0006259604219441865
13,212.56171767134094,0.5337897468618129,0.0007255362097925657
14,240.29221730770215,0.6036163702428949,0.0008201709637510287
15,270.8897917303109,0.6806897857102883,0.000924717706818772
