a,x0,x1,x2
-15,0,0,0
-14,0.003614498,-0.050602973,0.708512461
-13,-0.238833505,1.579318933,0.796351811
-12,-0.287166485,1.873323099,0.813225077
-11,-0.428073246,2.61995144,0.859284964
-10,-0.422849871,2.597022496,0.857747512
-9,-0.801423479,3.88762442,0.953113651
-8,-1.132219175,4.694160238,1.020035536
-7,-0.222365623,3.267793613,0.883244598
-6,-1.438206989,4.316710767,1.006272356
-5,-1.651950911,4.391121762,1.018855554
-4,-5.093424357,4.390032803,1.10284872
-3,2.052260145,6.044219536,1.131958537
-2,1.173433799,5.67235702,1.101127602
-1,-2.409411567,3.282882867,0.769722077
0,-2.010379354,3.80252008,0.905424357
1,-2.140534482,3.492011301,0.720936303
2,-2.626337319,3.472557959,1.908753313
3,-2.456022048,3.57441923,1.078122888
4,-2.460068628,3.56911434,1.146861642
5,-2.456901594,3.574578857,1.030249565
6,-2.456752867,3.57489608,1.020036158
7,-2.457067267,3.574102025,1.055755699
8,-2.45707232,3.574087269,1.056640922
9,-2.456944804,3.574509659,1.024080973
10,-2.456924778,3.574583859,1.016931718
11,-2.456972822,3.574387022,1.040105986
12,-2.456959129,3.57444849,1.031422349
13,-2.456968591,3.574402307,1.039131911
14,-2.456956907,3.574463912,1.027134219
15,-2.456953564,3.574482846,1.022879688
