a,x0,x1,x2
-15,0,0,0
-12,9.861463422633221,5.784561916041611,1.0634259970188096
-11,5.285103548684252,5.121864994404265,1.0395668664169233
-10,19.978120140078254,7.353631529804851,1.123351860688807
-9,-15.567374233947177,1.8457200661837492,0.9130330331570231
-8,-21.117303522409138,0.9411012340712944,0.8770228745808416
-7,3.661629610530529,5.0907783372463955,1.0457896467189827
-6,0.6858849293506428,4.563956585755356,1.023439633019532
-5,-3.4839087390373327,3.799725298815318,0.9901921087542472
-4,-5.149765042740584,3.4744604370019245,0.9754103584240488
-3,-3.846185168840325,3.740419527453513,0.9878477601594335
-2,-3.213777593974217,3.8794811641456577,0.9946552241902686
-1,-2.2781422300315035,4.097198419498834,1.0056612054751861
0,-2.2166810390305085,4.112891135225007,1.0064939255657037
1,-2.5945756898952435,4.008826612789857,1.0007697707659966
2,-2.2679692655137806,4.110472439272812,1.0066593927835
3,-2.5618404623612756,4.008610879771578,1.0005151267771175
4,-2.5232757660121035,4.024572171834713,1.0015337779141835
5,-2.6953962537953786,3.9398963716535174,0.9958800343420731
6,-2.7202525110976277,3.923258814971914,0.9946981919860237
7,-2.686496097118117,3.955830854920256,0.997133347381409
8,-2.6823708584040302,3.9661684759010365,0.9979613661963166
9,-2.6769558621318184,3.9329014511491454,0.9951360723815925
10,-2.66888861784548,3.9243592086330232,0.9943517154309219
11,-2.730736967306174,3.9616072261669752,0.9980128871832792
12,-2.7365052624108803,3.96377234012386,0.9982457985283545
13,-2.8409817471726373,3.9926022537889923,1.001608677945991
14,-2.833216700208395,3.9910474828671325,1.0014067670858142
15,-2.77253923888952,3.9815278047062748,1.0000414024431428
