a,x0,x1,x2
-15,0,0,0
-14,3.4561494255577346e-05,-0.00048386091957808286,0.00677405287409316
-13,0.00014320297812534384,-0.0018952967778118799,0.025110070982108178
-12,0.00016507778217299355,-0.0021569538114257778,0.028238718940985664
-11,0.0002332838528692978,-0.002902945074169151,0.03638813092348754
-10,0.00024668272945580817,-0.0030357482234827297,0.03770090618827716
-9,0.00028360044686639736,-0.0033642048866359135,0.040608821261305904
-8,0.00028941231200812383,-0.0034100554837326923,0.04096763159224119
-7,0.0003071043585594142,-0.0035319886752863358,0.04179780127537252
-6,0.0003089083586840157,-0.0035426359213719975,0.04185956065086336
-5,0.0003096964188096957,-0.0035465122170968933,0.041878182991730455
-4,0.0003082827121222145,-0.003540943496963273,0.041856915831480046
-3,0.00030204133194805196,-0.003522465809018601,0.04180433574149031
-2,0.0003005583944512923,-0.003519529764910315,0.041798805346340485
-1,0.00029558267623985227,-0.003514583369722028,0.0417941910242658
0,0.0002950864816442476,-0.003514583399224299,0.041794191299607514
1,0.0002971061823343017,-0.0035125517729731443,0.04179608790931314
2,0.0003001558108797455,-0.0035063707592377894,0.04180753052177536
3,0.0003176076539452192,-0.0034528585963634934,0.041955124984796484
4,0.00032492318467688204,-0.0034226592254836706,0.04206549311644073
5,0.0003644715113954211,-0.003216362644522488,0.043002281372990586
6,0.0003777284652199425,-0.003132366394887956,0.043457364993768066
7,0.0004476551186933547,-0.0026084766005577157,0.046750256967299716
8,0.0004694022606944559,-0.002419432848392941,0.04810113045735101
9,0.0005717897534807007,-0.0014012622795916835,0.056244782300975266
10,0.0006017120392012553,-0.0010642553344131485,0.059226656322021065
11,0.0007412790703272094,0.0007019950537079675,0.0763464452900054
12,0.000780140164857064,0.0012520539845552977,0.08214564991868419
13,0.0009508728978066942,0.003944435163785932,0.1128184201933984
14,0.0009959905666765538,0.004737064493253027,0.12253714663099827
15,0.0011819611452512633,0.008375568413435168,0.17033689713855973
