a,x0,x1,x2
-15,0,0,0
-14,0.0003182315617640153,-0.0044552418646962135,0.062373386105747
-13,0.0010739753014421826,-0.014217805412397286,0.18841724127224949
-12,0.001198600403341847,-0.015668156819975115,0.2052179437292157
-11,0.00155228551591386,-0.019359398593491794,0.24318834943392734
-10,0.0016176022125348468,-0.019963639852283336,0.24860120056326387
-9,0.0017789986317487696,-0.02128286289079804,0.25878427305372254
-8,0.0017989463616577225,-0.021425642306623114,0.25971803780138786
-7,0.0018604118492369242,-0.021807735635184202,0.26180392582356604
-6,0.0018589220649038172,-0.021799812648435696,0.2617685928013238
-5,0.0018151328207243033,-0.021604785957369414,0.2610771088877439
-4,0.0017932111935476767,-0.021525832525304347,0.26086346501668495
-3,0.00171288262045705,-0.02130516109377161,0.2604364653075458
-2,0.0016959907525104872,-0.02127352217213896,0.2603977229729743
-1,0.0016440300151485965,-0.02122348089561402,0.26036934273291457
0,0.0016390649986428802,-0.021223482927862917,0.2603693598760821
1,0.0016571930686532822,-0.021204688928185333,0.26038058807120434
2,0.0016852790619376404,-0.021143787161103333,0.26044908171766046
3,0.0018367109639637262,-0.020625488584307627,0.26128659162227863
4,0.0018983107565690932,-0.020327650514214927,0.26190480141774236
5,0.002214104731093285,-0.018290302852329368,0.26701257430202463
6,0.0023143402433346075,-0.017453925638022432,0.2694501438212697
7,0.0028087877395076726,-0.012209871740419776,0.28675230283006653
8,0.0029492576063987037,-0.010323879134711288,0.29367206887162517
9,0.0035283518357864608,-0.0004503230230256394,0.3333860512456422
10,0.003670913676215656,0.002706357662674443,0.34718845994304753
11,0.004194163256260314,0.01826567604729811,0.4205228631452743
12,0.004295919100654196,0.022718683768113253,0.4430967238185119
13,0.004547739114610455,0.04199344160671961,0.547673120201641
14,0.004562100809975117,0.0468692716671608,0.5760810014395894
15,0.00443591917037723,0.0653594366906882,0.6915054190300157
