a,x0,x1,x2
-15,0,0,0
-14,0.0036148576903215273,-0.05060800766450138,0.7085121073030195
-13,-1.028735425099262,6.889642075989391,1.2095113163525257
-12,310.7417320402965,52.887404337703984,2.9042731047391817
-11,46.36970411608405,12.134209598932301,1.341631216398316
-10,50.53924379107721,12.785334595211664,1.3668894154276516
-9,6.465474039998142,5.5336270457745655,1.0725566704699538
-8,-31.569034758280402,-0.8631039666856539,0.8081071989472284
-7,-12.567423028483184,2.516403654196445,0.9542708182832976
-6,-3.2833562555311016,4.218103990755823,1.0296061726660275
-5,-2.630956044399481,4.34538066853948,1.0355064026146101
-4,-6.044688628982314,3.6527338297990304,1.0025014367102631
-3,-4.743554927138088,3.9366014753632674,1.0166916216092603
-2,-1.5311592676518488,4.674139229207731,1.0547407515210054
-1,-1.463406248907479,4.691132792310961,1.055662920031176
0,-1.7893340753832865,4.603626053201157,1.050741760213015
1,-2.075904861145769,4.517366347838857,1.0456210117646567
2,-1.6637058442398946,4.653927632110084,1.0540611913859308
3,-1.9664530727461325,4.53607268347495,1.0463372897279577
4,-2.4113117262928148,4.334979979014002,1.0325433360274998
5,-2.5429101213274685,4.257409569479327,1.02686844511793
6,-2.812411280981661,4.045023490902372,1.0105020419332846
7,-2.8186873997250053,4.035493811867463,1.0097130081320178
8,-2.820142129627158,4.0243604275560125,1.0087343149855146
9,-2.806775724020509,4.002808715594926,1.0066787910856805
10,-2.718743495427518,3.935007083755023,0.9997423682207176
11,-2.7345054053462894,3.941952770815544,1.0005235925295657
12,-2.7504227155297603,3.9469439825681705,1.001134227212288
13,-2.783290943734396,3.954197125307511,1.002128368831162
14,-2.777853290834032,3.9532721467049776,1.0019876448264549
15,-2.7649664790318207,3.951645446671229,1.0017022737410004
