a,x0,x1,x2
-15,0,0,0
-14,0.0036148576866704397,-0.05060800761338615,0.7085121065874062
-13,-1.0286941816433688,6.88936485351433,1.209490014206311
-12,186.79945609603448,33.84989640973258,2.1738765859650813
-11,93.62346700447847,19.839555776637923,1.648174326462482
-10,78.91192316215265,17.45695271385455,1.5523370293005059
-9,-15.140906293231893,1.9248498030404306,0.9166276334369031
-8,-24.58066964846208,0.27202917724515197,0.8455063041046926
-7,10.757715880307241,6.623490980990154,1.124756370002375
-6,4.809037717747168,5.486312741050488,1.0722737797448099
-5,-2.741505359469577,3.9919837205533395,1.0014915944708165
-4,-5.038297993604459,3.5046426087198292,0.9772378080403459
-3,-3.585609906008243,3.8271609549471086,0.9937819710434294
-2,-2.8874102992363992,3.995557647838092,1.0028778751017111
-1,-2.053810340793218,4.209052346200813,1.0148157710694374
0,-2.037797002597606,4.2136045021317745,1.0150846672124154
1,-2.5617925390675635,4.051749502482021,1.005140637774136
2,-2.2424551193977758,4.165430554933622,1.0125507395006528
3,-2.5812195028885205,4.02883968115063,1.003240745076336
4,-2.5508148692711554,4.044097948727644,1.004350333617472
5,-2.7109709198682745,3.9439450840962147,0.996686071601794
6,-2.7300777268312353,3.9253320771693825,0.9951553248387948
7,-2.712279817073413,3.958152594455488,0.9980181294502644
8,-2.7138803091748507,3.9683538094319175,0.9989835844991032
9,-2.686407943671607,3.9329595234543433,0.9953946332094101
10,-2.671980859476421,3.92433772186589,0.9944336629261141
11,-2.7614458344744004,3.9600017839837998,0.9987513431190193
12,-2.7681146537818413,3.96178547863,0.9989931376680671
13,-2.893735997436332,3.987145476124548,1.0028019000986794
14,-2.8822852042899814,3.9854634964749125,1.0025109589513785
15,-2.804133136684276,3.9765705145920878,1.000752379212051
